name	chrom	strand	TSS	geneId	geneName
ENSMUST00000155640.1	chr17	+	88440734	ENSMUSG00000034998.18	Foxn2
ENSMUST00000234071.1	chr17	+	94864917	ENSMUSG00000095193.2	Gm20939
ENSMUST00000234295.1	chr17	+	94864917	ENSMUSG00000095193.2	Gm20939
ENSMUST00000108007.4	chr17	+	94873985	ENSMUSG00000095193.2	Gm20939
ENSMUST00000063989.6	chr18	-	5334439	ENSMUSG00000050945.8	Zfp438
ENSMUST00000234241.1	chr18	-	5334807	ENSMUSG00000050945.8	Zfp438
ENSMUST00000091900.10	chr18	+	53464515	ENSMUSG00000069378.14	Prdm6
ENSMUST00000115399.7	chr18	+	53472980	ENSMUSG00000069378.14	Prdm6
ENSMUST00000151311.7	chr18	-	3327591	ENSMUSG00000063889.16	Crem
ENSMUST00000150235.7	chr18	-	3337679	ENSMUSG00000063889.16	Crem
ENSMUST00000122958.7	chr18	-	3299559	ENSMUSG00000063889.16	Crem
ENSMUST00000154135.7	chr18	-	3337488	ENSMUSG00000063889.16	Crem
ENSMUST00000025069.10	chr18	-	3337589	ENSMUSG00000063889.16	Crem
ENSMUST00000082141.11	chr18	-	3337589	ENSMUSG00000063889.16	Crem
ENSMUST00000165086.7	chr18	-	3337589	ENSMUSG00000063889.16	Crem
ENSMUST00000140332.7	chr18	-	3281769	ENSMUSG00000063889.16	Crem
ENSMUST00000140912.7	chr18	-	3337513	ENSMUSG00000063889.16	Crem
ENSMUST00000154470.7	chr18	-	3337748	ENSMUSG00000063889.16	Crem
ENSMUST00000129435.7	chr18	-	3299556	ENSMUSG00000063889.16	Crem
ENSMUST00000151084.7	chr18	-	3281747	ENSMUSG00000063889.16	Crem
ENSMUST00000131899.7	chr18	-	3327507	ENSMUSG00000063889.16	Crem
ENSMUST00000130599.7	chr18	-	3325474	ENSMUSG00000063889.16	Crem
ENSMUST00000124747.7	chr18	-	3281132	ENSMUSG00000063889.16	Crem
ENSMUST00000049942.12	chr18	-	3281078	ENSMUSG00000063889.16	Crem
ENSMUST00000127601.7	chr18	-	3325478	ENSMUSG00000063889.16	Crem
ENSMUST00000147138.7	chr18	-	3281769	ENSMUSG00000063889.16	Crem
ENSMUST00000156234.7	chr18	-	3325474	ENSMUSG00000063889.16	Crem
ENSMUST00000130455.7	chr18	-	3327507	ENSMUSG00000063889.16	Crem
ENSMUST00000137568.7	chr18	-	3327507	ENSMUSG00000063889.16	Crem
ENSMUST00000146265.7	chr18	-	3327507	ENSMUSG00000063889.16	Crem
ENSMUST00000152900.7	chr18	-	3327507	ENSMUSG00000063889.16	Crem
ENSMUST00000134027.7	chr18	-	3337533	ENSMUSG00000063889.16	Crem
ENSMUST00000136961.7	chr18	-	3309723	ENSMUSG00000063889.16	Crem
ENSMUST00000152108.7	chr18	-	3309723	ENSMUSG00000063889.16	Crem
ENSMUST00000144496.7	chr18	-	3309858	ENSMUSG00000063889.16	Crem
ENSMUST00000123672.7	chr18	-	3325474	ENSMUSG00000063889.16	Crem
ENSMUST00000139537.1	chr18	-	3281101	ENSMUSG00000063889.16	Crem
ENSMUST00000148305.1	chr18	-	3325474	ENSMUSG00000063889.16	Crem
ENSMUST00000154705.7	chr18	-	3281738	ENSMUSG00000063889.16	Crem
ENSMUST00000126578.7	chr18	-	3299452	ENSMUSG00000063889.16	Crem
ENSMUST00000154715.7	chr18	-	3309900	ENSMUSG00000063889.16	Crem
ENSMUST00000224200.2	chr18	+	5591859	ENSMUSG00000024238.15	Zeb1
ENSMUST00000025081.12	chr18	+	5591863	ENSMUSG00000024238.15	Zeb1
ENSMUST00000160522.1	chr18	+	5591871	ENSMUSG00000024238.15	Zeb1
ENSMUST00000159390.7	chr18	+	5591890	ENSMUSG00000024238.15	Zeb1
ENSMUST00000175925.7	chr18	+	5591890	ENSMUSG00000024238.15	Zeb1
ENSMUST00000161295.7	chr18	+	5591911	ENSMUSG00000024238.15	Zeb1
ENSMUST00000175739.1	chr18	+	5593307	ENSMUSG00000024238.15	Zeb1
ENSMUST00000160910.1	chr18	+	5593601	ENSMUSG00000024238.15	Zeb1
ENSMUST00000177070.7	chr18	+	5593860	ENSMUSG00000024238.15	Zeb1
ENSMUST00000162892.7	chr18	+	5594202	ENSMUSG00000024238.15	Zeb1
ENSMUST00000159477.1	chr18	+	5603743	ENSMUSG00000024238.15	Zeb1
ENSMUST00000177030.1	chr18	+	5731080	ENSMUSG00000024238.15	Zeb1
ENSMUST00000079788.6	chr18	-	7004780	ENSMUSG00000061013.6	Mkx
ENSMUST00000188926.1	chr18	-	6992988	ENSMUSG00000061013.6	Mkx
ENSMUST00000025288.8	chr18	-	13972787	ENSMUSG00000024420.9	Zfp521
ENSMUST00000234480.1	chr18	-	13845043	ENSMUSG00000024420.9	Zfp521
ENSMUST00000234410.1	chr18	-	13971720	ENSMUSG00000024420.9	Zfp521
ENSMUST00000234237.1	chr18	-	13972648	ENSMUSG00000024420.9	Zfp521
ENSMUST00000234025.1	chr18	-	13972548	ENSMUSG00000024420.9	Zfp521
ENSMUST00000115567.7	chr18	-	39490674	ENSMUSG00000024431.15	Nr3c1
ENSMUST00000115571.7	chr18	-	39487245	ENSMUSG00000024431.15	Nr3c1
ENSMUST00000025300.12	chr18	-	39489846	ENSMUSG00000024431.15	Nr3c1
ENSMUST00000097592.8	chr18	-	39487232	ENSMUSG00000024431.15	Nr3c1
ENSMUST00000152853.1	chr18	-	39489888	ENSMUSG00000024431.15	Nr3c1
ENSMUST00000064763.6	chr18	-	54990166	ENSMUSG00000052713.9	Zfp608
ENSMUST00000238150.1	chr18	-	54956757	ENSMUSG00000052713.9	Zfp608
ENSMUST00000237844.1	chr18	-	54992555	ENSMUSG00000052713.9	Zfp608
ENSMUST00000175965.9	chr18	+	64340019	ENSMUSG00000045991.19	Onecut2
ENSMUST00000235822.1	chr18	+	65579911	ENSMUSG00000042439.13	Zfp532
ENSMUST00000049016.11	chr18	+	65580229	ENSMUSG00000042439.13	Zfp532
ENSMUST00000235493.1	chr18	+	65580281	ENSMUSG00000042439.13	Zfp532
ENSMUST00000182852.2	chr18	+	65580844	ENSMUSG00000042439.13	Zfp532
ENSMUST00000237714.1	chr18	+	65581443	ENSMUSG00000042439.13	Zfp532
ENSMUST00000237553.1	chr18	+	65582084	ENSMUSG00000042439.13	Zfp532
ENSMUST00000182478.7	chr18	+	65582417	ENSMUSG00000042439.13	Zfp532
ENSMUST00000169679.7	chr18	+	65582525	ENSMUSG00000042439.13	Zfp532
ENSMUST00000237756.1	chr18	+	65625137	ENSMUSG00000042439.13	Zfp532
ENSMUST00000183184.2	chr18	+	65625239	ENSMUSG00000042439.13	Zfp532
ENSMUST00000183303.1	chr18	+	65646892	ENSMUSG00000042439.13	Zfp532
ENSMUST00000236247.1	chr18	-	65939069	ENSMUSG00000024518.4	Rax
ENSMUST00000203002.3	chr18	+	69343355	ENSMUSG00000053477.17	Tcf4
ENSMUST00000066717.11	chr18	+	69344145	ENSMUSG00000053477.17	Tcf4
ENSMUST00000114985.9	chr18	+	69344488	ENSMUSG00000053477.17	Tcf4
ENSMUST00000128706.7	chr18	+	69344491	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201781.3	chr18	+	69344491	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202674.3	chr18	+	69344528	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202116.3	chr18	+	69345718	ENSMUSG00000053477.17	Tcf4
ENSMUST00000114982.7	chr18	+	69345720	ENSMUSG00000053477.17	Tcf4
ENSMUST00000078486.12	chr18	+	69345720	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202772.3	chr18	+	69345760	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201288.3	chr18	+	69345762	ENSMUSG00000053477.17	Tcf4
ENSMUST00000155695.4	chr18	+	69345772	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202354.3	chr18	+	69345850	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201235.3	chr18	+	69346172	ENSMUSG00000053477.17	Tcf4
ENSMUST00000114980.7	chr18	+	69346359	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202610.3	chr18	+	69347298	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201299.3	chr18	+	69348255	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201631.3	chr18	+	69348266	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202074.3	chr18	+	69348268	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202435.3	chr18	+	69348522	ENSMUSG00000053477.17	Tcf4
ENSMUST00000200902.3	chr18	+	69348589	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201537.3	chr18	+	69348668	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201124.3	chr18	+	69348943	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202458.3	chr18	+	69415896	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201181.3	chr18	+	69499388	ENSMUSG00000053477.17	Tcf4
ENSMUST00000207214.1	chr18	+	69500669	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201094.3	chr18	+	69500696	ENSMUSG00000053477.17	Tcf4
ENSMUST00000200703.3	chr18	+	69500835	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202765.3	chr18	+	69500957	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201205.3	chr18	+	69519478	ENSMUSG00000053477.17	Tcf4
ENSMUST00000200966.3	chr18	+	69519717	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201410.3	chr18	+	69519765	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202937.3	chr18	+	69519775	ENSMUSG00000053477.17	Tcf4
ENSMUST00000200813.3	chr18	+	69519820	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202350.3	chr18	+	69521159	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202477.3	chr18	+	69521297	ENSMUSG00000053477.17	Tcf4
ENSMUST00000200862.3	chr18	+	69521500	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202057.3	chr18	+	69521860	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201627.3	chr18	+	69522000	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201747.3	chr18	+	69522180	ENSMUSG00000053477.17	Tcf4
ENSMUST00000209174.1	chr18	+	69522449	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201045.4	chr18	+	69563006	ENSMUSG00000053477.17	Tcf4
ENSMUST00000136151.7	chr18	+	69563334	ENSMUSG00000053477.17	Tcf4
ENSMUST00000114978.8	chr18	+	69592987	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201091.3	chr18	+	69593371	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201037.3	chr18	+	69593412	ENSMUSG00000053477.17	Tcf4
ENSMUST00000209116.1	chr18	+	69593418	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202751.3	chr18	+	69593418	ENSMUSG00000053477.17	Tcf4
ENSMUST00000114977.4	chr18	+	69593425	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201589.1	chr18	+	69593426	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201157.1	chr18	+	69593443	ENSMUSG00000053477.17	Tcf4
ENSMUST00000200921.3	chr18	+	69593582	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201964.3	chr18	+	69594181	ENSMUSG00000053477.17	Tcf4
ENSMUST00000025393.13	chr18	-	73703780	ENSMUSG00000024515.13	Smad4
ENSMUST00000114939.1	chr18	-	73678231	ENSMUSG00000024515.13	Smad4
ENSMUST00000142672.7	chr18	-	73662775	ENSMUSG00000024515.13	Smad4
ENSMUST00000129326.1	chr18	-	73675118	ENSMUSG00000024515.13	Smad4
ENSMUST00000058997.14	chr18	+	75820177	ENSMUSG00000044646.15	Zbtb7c
ENSMUST00000236462.1	chr18	+	75820214	ENSMUSG00000044646.15	Zbtb7c
ENSMUST00000168423.8	chr18	+	76241579	ENSMUSG00000024563.16	Smad2
ENSMUST00000091831.12	chr18	+	76241700	ENSMUSG00000024563.16	Smad2
ENSMUST00000171256.7	chr18	+	76242045	ENSMUSG00000024563.16	Smad2
ENSMUST00000172198.7	chr18	+	76242173	ENSMUSG00000024563.16	Smad2
ENSMUST00000025453.14	chr18	+	76261120	ENSMUSG00000024563.16	Smad2
ENSMUST00000165084.7	chr18	+	76262491	ENSMUSG00000024563.16	Smad2
ENSMUST00000113930.2	chr18	+	76262491	ENSMUSG00000024563.16	Smad2
ENSMUST00000114777.9	chr18	+	77065207	ENSMUSG00000025423.16	Pias2
ENSMUST00000235135.1	chr18	+	77065244	ENSMUSG00000025423.16	Pias2
ENSMUST00000114776.3	chr18	+	77065689	ENSMUSG00000025423.16	Pias2
ENSMUST00000168882.8	chr18	+	77065818	ENSMUSG00000025423.16	Pias2
ENSMUST00000025430.10	chr18	-	79109391	ENSMUSG00000024548.11	Setbp1
ENSMUST00000167977.7	chr18	-	80708173	ENSMUSG00000033016.16	Nfatc1
ENSMUST00000236310.1	chr18	-	80708173	ENSMUSG00000033016.16	Nfatc1
ENSMUST00000170905.8	chr18	-	80712766	ENSMUSG00000033016.16	Nfatc1
ENSMUST00000078049.11	chr18	-	80713058	ENSMUSG00000033016.16	Nfatc1
ENSMUST00000171238.7	chr18	+	82910878	ENSMUSG00000058881.13	Zfp516
ENSMUST00000236858.1	chr18	+	82910926	ENSMUSG00000058881.13	Zfp516
ENSMUST00000235902.1	chr18	+	82911331	ENSMUSG00000058881.13	Zfp516
ENSMUST00000071233.6	chr18	+	82914631	ENSMUSG00000058881.13	Zfp516
ENSMUST00000060303.9	chr18	-	84086404	ENSMUSG00000046982.11	Tshz1
ENSMUST00000175783.2	chr18	-	84086451	ENSMUSG00000046982.11	Tshz1
ENSMUST00000235188.1	chr18	-	84085075	ENSMUSG00000046982.11	Tshz1
ENSMUST00000237918.1	chr18	-	84087706	ENSMUSG00000046982.11	Tshz1
ENSMUST00000125450.8	chr18	-	84558425	ENSMUSG00000048410.17	Zfp407
ENSMUST00000125763.2	chr18	-	84589504	ENSMUSG00000048410.17	Zfp407
ENSMUST00000143597.1	chr18	-	84412420	ENSMUSG00000048410.17	Zfp407
ENSMUST00000156181.1	chr18	-	84558375	ENSMUSG00000048410.17	Zfp407
ENSMUST00000149266.7	chr18	-	3299541	ENSMUSG00000063889.16	Crem
ENSMUST00000130047.7	chr18	-	3299556	ENSMUSG00000063889.16	Crem
ENSMUST00000156929.1	chr18	-	3299554	ENSMUSG00000063889.16	Crem
ENSMUST00000149803.7	chr18	-	3337589	ENSMUSG00000063889.16	Crem
ENSMUST00000142690.1	chr18	-	3337574	ENSMUSG00000063889.16	Crem
ENSMUST00000132334.1	chr18	-	3337063	ENSMUSG00000063889.16	Crem
ENSMUST00000234411.1	chr18	-	5334413	ENSMUSG00000050945.8	Zfp438
ENSMUST00000176608.1	chr18	-	7003782	ENSMUSG00000061013.6	Mkx
ENSMUST00000176757.1	chr18	-	7004726	ENSMUSG00000061013.6	Mkx
ENSMUST00000234512.1	chr18	+	11052063	ENSMUSG00000005836.10	Gata6
ENSMUST00000047762.9	chr18	+	11052469	ENSMUSG00000005836.10	Gata6
ENSMUST00000231831.1	chr18	+	11052507	ENSMUSG00000005836.10	Gata6
ENSMUST00000235081.1	chr18	+	11053043	ENSMUSG00000005836.10	Gata6
ENSMUST00000234722.1	chr18	+	11055037	ENSMUSG00000005836.10	Gata6
ENSMUST00000234971.1	chr18	+	11059046	ENSMUSG00000005836.10	Gata6
ENSMUST00000234502.1	chr18	-	13843832	ENSMUSG00000024420.9	Zfp521
ENSMUST00000234523.1	chr18	-	13876326	ENSMUSG00000024420.9	Zfp521
ENSMUST00000224107.1	chr18	+	23954691	ENSMUSG00000024276.7	Zfp397
ENSMUST00000225682.1	chr18	+	23954704	ENSMUSG00000024276.7	Zfp397
ENSMUST00000060762.5	chr18	+	23954704	ENSMUSG00000024276.7	Zfp397
ENSMUST00000223595.1	chr18	+	23954858	ENSMUSG00000024276.7	Zfp397
ENSMUST00000074941.7	chr18	+	23989631	ENSMUSG00000063281.9	Zfp35
ENSMUST00000066497.11	chr18	-	24020810	ENSMUSG00000051469.14	Zfp24
ENSMUST00000153337.1	chr18	-	24020320	ENSMUSG00000051469.14	Zfp24
ENSMUST00000148525.1	chr18	-	24020370	ENSMUSG00000051469.14	Zfp24
ENSMUST00000064795.5	chr18	+	34859822	ENSMUSG00000038418.7	Egr1
ENSMUST00000165033.1	chr18	+	34861206	ENSMUSG00000038418.7	Egr1
ENSMUST00000051301.5	chr18	+	36281096	ENSMUSG00000043991.5	Pura
ENSMUST00000124115.1	chr18	-	39491301	ENSMUSG00000024431.15	Nr3c1
ENSMUST00000131885.1	chr18	-	39489283	ENSMUSG00000024431.15	Nr3c1
ENSMUST00000237944.1	chr18	-	39519421	ENSMUSG00000024431.15	Nr3c1
ENSMUST00000150483.1	chr18	-	39491299	ENSMUSG00000024431.15	Nr3c1
ENSMUST00000025374.3	chr18	+	42394538	ENSMUSG00000024497.4	Pou4f3
ENSMUST00000237247.1	chr18	+	42395074	ENSMUSG00000024497.4	Pou4f3
ENSMUST00000238113.1	chr18	+	50278368	ENSMUSG00000035420.7	Fam170a
ENSMUST00000039121.3	chr18	+	50278368	ENSMUSG00000035420.7	Fam170a
ENSMUST00000236949.1	chr18	+	50278370	ENSMUSG00000035420.7	Fam170a
ENSMUST00000238078.1	chr18	+	50278370	ENSMUSG00000035420.7	Fam170a
ENSMUST00000072666.3	chr18	+	52615914	ENSMUSG00000046886.6	Zfp474
ENSMUST00000211585.1	chr18	+	52615956	ENSMUSG00000046886.6	Zfp474
ENSMUST00000209270.1	chr18	+	52615981	ENSMUSG00000046886.6	Zfp474
ENSMUST00000236096.1	chr18	+	53463582	ENSMUSG00000069378.14	Prdm6
ENSMUST00000154557.8	chr18	+	53535221	ENSMUSG00000069378.14	Prdm6
ENSMUST00000115398.1	chr18	+	53551593	ENSMUSG00000069378.14	Prdm6
ENSMUST00000237009.1	chr18	-	54895562	ENSMUSG00000052713.9	Zfp608
ENSMUST00000025521.8	chr18	-	61036199	ENSMUSG00000024619.8	Cdx1
ENSMUST00000091884.5	chr18	-	61177050	ENSMUSG00000024622.8	Hmgxb3
ENSMUST00000235236.1	chr18	-	61159805	ENSMUSG00000024622.8	Hmgxb3
ENSMUST00000235480.1	chr18	-	61176997	ENSMUSG00000024622.8	Hmgxb3
ENSMUST00000236068.1	chr18	-	61177033	ENSMUSG00000024622.8	Hmgxb3
ENSMUST00000237101.1	chr18	-	61137479	ENSMUSG00000024622.8	Hmgxb3
ENSMUST00000237443.1	chr18	-	61177028	ENSMUSG00000024622.8	Hmgxb3
ENSMUST00000237535.1	chr18	-	61167629	ENSMUSG00000024622.8	Hmgxb3
ENSMUST00000235663.1	chr18	-	61163413	ENSMUSG00000024622.8	Hmgxb3
ENSMUST00000237498.1	chr18	-	61177028	ENSMUSG00000024622.8	Hmgxb3
ENSMUST00000236694.1	chr18	+	65580274	ENSMUSG00000042439.13	Zfp532
ENSMUST00000183236.1	chr18	+	65580381	ENSMUSG00000042439.13	Zfp532
ENSMUST00000236633.1	chr18	+	65580968	ENSMUSG00000042439.13	Zfp532
ENSMUST00000182319.8	chr18	+	65581019	ENSMUSG00000042439.13	Zfp532
ENSMUST00000182140.7	chr18	+	65581086	ENSMUSG00000042439.13	Zfp532
ENSMUST00000237931.1	chr18	+	65581445	ENSMUSG00000042439.13	Zfp532
ENSMUST00000182979.7	chr18	+	65581741	ENSMUSG00000042439.13	Zfp532
ENSMUST00000237712.1	chr18	+	65582232	ENSMUSG00000042439.13	Zfp532
ENSMUST00000182684.7	chr18	+	65582238	ENSMUSG00000042439.13	Zfp532
ENSMUST00000235669.1	chr18	+	65582288	ENSMUSG00000042439.13	Zfp532
ENSMUST00000183319.7	chr18	+	65582293	ENSMUSG00000042439.13	Zfp532
ENSMUST00000236523.1	chr18	+	65582299	ENSMUSG00000042439.13	Zfp532
ENSMUST00000237886.1	chr18	+	65582305	ENSMUSG00000042439.13	Zfp532
ENSMUST00000183326.1	chr18	+	65582612	ENSMUSG00000042439.13	Zfp532
ENSMUST00000182655.1	chr18	+	65583414	ENSMUSG00000042439.13	Zfp532
ENSMUST00000182973.1	chr18	+	65583936	ENSMUSG00000042439.13	Zfp532
ENSMUST00000238035.1	chr18	-	65939106	ENSMUSG00000024518.4	Rax
ENSMUST00000025396.4	chr18	-	65939089	ENSMUSG00000024518.4	Rax
ENSMUST00000236444.1	chr18	-	65937815	ENSMUSG00000024518.4	Rax
ENSMUST00000235720.1	chr18	-	65938728	ENSMUSG00000024518.4	Rax
ENSMUST00000237710.1	chr18	-	65939077	ENSMUSG00000024518.4	Rax
ENSMUST00000237506.1	chr18	-	65939787	ENSMUSG00000024518.4	Rax
ENSMUST00000202058.3	chr18	+	69347344	ENSMUSG00000053477.17	Tcf4
ENSMUST00000126946.2	chr18	+	69521523	ENSMUSG00000053477.17	Tcf4
ENSMUST00000125154.7	chr18	+	69521537	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201892.1	chr18	+	69593426	ENSMUSG00000053477.17	Tcf4
ENSMUST00000145918.4	chr18	+	69599535	ENSMUSG00000053477.17	Tcf4
ENSMUST00000202474.2	chr18	+	69612443	ENSMUSG00000053477.17	Tcf4
ENSMUST00000201081.1	chr18	+	69656666	ENSMUSG00000053477.17	Tcf4
ENSMUST00000146908.1	chr18	+	69679698	ENSMUSG00000053477.17	Tcf4
ENSMUST00000136019.2	chr18	+	69682379	ENSMUSG00000053477.17	Tcf4
ENSMUST00000074058.10	chr18	+	70568188	ENSMUSG00000024513.16	Mbd2
ENSMUST00000114946.3	chr18	+	70568333	ENSMUSG00000024513.16	Mbd2
ENSMUST00000127260.7	chr18	+	70580788	ENSMUSG00000024513.16	Mbd2
ENSMUST00000133889.1	chr18	+	70593254	ENSMUSG00000024513.16	Mbd2
ENSMUST00000128555.1	chr18	+	70617772	ENSMUSG00000024513.16	Mbd2
ENSMUST00000131339.7	chr18	-	73642563	ENSMUSG00000024515.13	Smad4
ENSMUST00000147315.7	chr18	-	73649819	ENSMUSG00000024515.13	Smad4
ENSMUST00000224907.1	chr18	+	74267604	ENSMUSG00000024561.11	Mbd1
ENSMUST00000097530.4	chr18	+	74268174	ENSMUSG00000024561.11	Mbd1
ENSMUST00000239157.1	chr18	+	74268174	ENSMUSG00000024561.11	Mbd1
ENSMUST00000224159.1	chr18	+	74268289	ENSMUSG00000024561.11	Mbd1
ENSMUST00000224047.1	chr18	+	74268290	ENSMUSG00000024561.11	Mbd1
ENSMUST00000224332.1	chr18	+	74273517	ENSMUSG00000024561.11	Mbd1
ENSMUST00000237568.1	chr18	+	74276633	ENSMUSG00000024561.11	Mbd1
ENSMUST00000026999.9	chr18	+	75367528	ENSMUSG00000025880.11	Smad7
ENSMUST00000168918.7	chr18	+	75368882	ENSMUSG00000025880.11	Smad7
ENSMUST00000174843.7	chr18	+	75368989	ENSMUSG00000025880.11	Smad7
ENSMUST00000174411.1	chr18	+	75369975	ENSMUSG00000025880.11	Smad7
ENSMUST00000172718.1	chr18	+	75374913	ENSMUSG00000025880.11	Smad7
ENSMUST00000167921.1	chr18	+	76059457	ENSMUSG00000044646.15	Zbtb7c
ENSMUST00000066743.10	chr18	-	80151482	ENSMUSG00000053950.10	Adnp2
ENSMUST00000237776.1	chr18	-	80608975	ENSMUSG00000033016.16	Nfatc1
ENSMUST00000035800.7	chr18	-	80708173	ENSMUSG00000033016.16	Nfatc1
ENSMUST00000236711.1	chr18	-	80713071	ENSMUSG00000033016.16	Nfatc1
ENSMUST00000057950.8	chr18	-	80986771	ENSMUSG00000024565.10	Sall3
ENSMUST00000238808.1	chr18	-	80986536	ENSMUSG00000024565.10	Sall3
ENSMUST00000235746.1	chr18	-	80975031	ENSMUSG00000024565.10	Sall3
ENSMUST00000171071.8	chr18	-	82692883	ENSMUSG00000041258.18	Zfp236
ENSMUST00000183324.7	chr18	-	82617750	ENSMUSG00000041258.18	Zfp236
ENSMUST00000182122.7	chr18	-	82692734	ENSMUSG00000041258.18	Zfp236
ENSMUST00000183048.7	chr18	-	82692734	ENSMUSG00000041258.18	Zfp236
ENSMUST00000182759.1	chr18	-	82640217	ENSMUSG00000041258.18	Zfp236
ENSMUST00000182866.2	chr18	-	82691799	ENSMUSG00000041258.18	Zfp236
ENSMUST00000225002.1	chr18	-	82683568	ENSMUSG00000041258.18	Zfp236
ENSMUST00000235793.1	chr18	+	82910662	ENSMUSG00000058881.13	Zfp516
ENSMUST00000237340.1	chr18	+	82917753	ENSMUSG00000058881.13	Zfp516
ENSMUST00000236468.1	chr18	+	82987807	ENSMUSG00000058881.13	Zfp516
ENSMUST00000182849.1	chr18	-	84434935	ENSMUSG00000048410.17	Zfp407
ENSMUST00000182297.1	chr18	-	84589725	ENSMUSG00000048410.17	Zfp407
ENSMUST00000211710.1	chr18	+	90579776	ENSMUSG00000110277.2	Gm45871
ENSMUST00000209969.2	chr18	+	90579795	ENSMUSG00000110277.2	Gm45871
ENSMUST00000209821.1	chr18	+	90579824	ENSMUSG00000110277.2	Gm45871
ENSMUST00000210766.1	chr18	+	90585406	ENSMUSG00000110277.2	Gm45871
ENSMUST00000162022.7	chr19	-	28680077	ENSMUSG00000052942.13	Glis3
ENSMUST00000159520.7	chr19	-	28326006	ENSMUSG00000052942.13	Glis3
ENSMUST00000065113.13	chr19	-	28679666	ENSMUSG00000052942.13	Glis3
ENSMUST00000161026.1	chr19	-	28540420	ENSMUSG00000052942.13	Glis3
ENSMUST00000026259.15	chr19	-	46148326	ENSMUSG00000025229.15	Pitx3
ENSMUST00000172971.1	chr19	-	46140983	ENSMUSG00000025229.15	Pitx3
ENSMUST00000134150.7	chr19	+	6140982	ENSMUSG00000039699.14	Batf2
ENSMUST00000088013.11	chr19	-	10240748	ENSMUSG00000036098.15	Myrf
ENSMUST00000190922.6	chr19	-	10240748	ENSMUSG00000036098.15	Myrf
ENSMUST00000186056.6	chr19	-	10240745	ENSMUSG00000036098.15	Myrf
ENSMUST00000189897.1	chr19	-	10240604	ENSMUSG00000036098.15	Myrf
ENSMUST00000112832.7	chr19	-	19111196	ENSMUSG00000036192.15	Rorb
ENSMUST00000025755.10	chr19	+	25505617	ENSMUSG00000024837.15	Dmrt1
ENSMUST00000087525.4	chr19	+	25505705	ENSMUSG00000024837.15	Dmrt1
ENSMUST00000160814.1	chr19	+	25505706	ENSMUSG00000024837.15	Dmrt1
ENSMUST00000165566.7	chr19	-	27982948	ENSMUSG00000040929.17	Rfx3
ENSMUST00000046898.16	chr19	-	28011048	ENSMUSG00000040929.17	Rfx3
ENSMUST00000174850.7	chr19	-	28011140	ENSMUSG00000040929.17	Rfx3
ENSMUST00000172498.7	chr19	-	27836846	ENSMUSG00000040929.17	Rfx3
ENSMUST00000172907.7	chr19	-	28011045	ENSMUSG00000040929.17	Rfx3
ENSMUST00000173863.1	chr19	-	27900895	ENSMUSG00000040929.17	Rfx3
ENSMUST00000173161.1	chr19	-	28011166	ENSMUSG00000040929.17	Rfx3
ENSMUST00000174420.1	chr19	-	28010790	ENSMUSG00000040929.17	Rfx3
ENSMUST00000112612.8	chr19	-	28680077	ENSMUSG00000052942.13	Glis3
ENSMUST00000159178.1	chr19	-	28666685	ENSMUSG00000052942.13	Glis3
ENSMUST00000160376.7	chr19	-	28678690	ENSMUSG00000052942.13	Glis3
ENSMUST00000161328.7	chr19	-	28678690	ENSMUSG00000052942.13	Glis3
ENSMUST00000067795.12	chr19	+	41482636	ENSMUSG00000025019.17	Lcor
ENSMUST00000237208.1	chr19	+	41483028	ENSMUSG00000025019.17	Lcor
ENSMUST00000238398.1	chr19	+	41483028	ENSMUSG00000025019.17	Lcor
